,yelping_since,review_count,average_stars,user_id,name
81713,2016-02-25,42,3.67,Y5jM9E19wy_x-Pxvs_eFhw,Charandeep
81715,2010-08-17,475,3.54,zBDE-bgIDeF-H0QyLgL5dw,Andrea
81734,2007-02-26,216,3.62,-ufPJvsqpwieHgx0DKAWmA,Destry
81736,2011-08-30,102,4.15,23y0Nv9FFWn_3UWudpnFMA,Graham
81739,2014-06-18,143,4.03,bGu1K8WWpAWpYPCjFttiDg,Ryan
81763,2011-01-24,47,3.77,Gd_IWRsOn0x3JHWjKqow8g,Robert
81765,2012-02-14,233,2.84,yzwOcVyWuXQpmDlPXWw0Mw,Catherine
81783,2012-01-17,22,3.88,e9UFQkOliokQWU4ja4LS1Q,Timothy
81791,2016-11-30,7,3.86,ipTVBtFPif6HIVhl-efZLQ,Greg
81795,2013-01-31,24,3.13,zRUEYQzcR7-hya-xLmBi6Q,Sam
81808,2013-09-10,190,3.61,f-eoW1jeCLNRXrx5E05kxg,Andy
81812,2012-04-06,4,5.0,jBLEbOY5gUCVYqKkiU-BUQ,Ann
81824,2015-12-10,3,4.33,xkbD0p4utzP70D3bwWJXog,Charlene
81860,2014-06-10,314,3.77,07YwgODlk64EPZ9if3d7Cw,Gabriel
81866,2014-12-18,11,4.09,boPaktqxICsu7KdElCScLA,Catherine
81877,2013-05-01,10,2.73,iAidihH3s5mRQaT30iG60A,Win
81895,2017-06-23,7,4.29,zejaR5lM5uZWpOZ4q7BJ1w,Veronica
81896,2016-10-02,40,4.45,CRuTcrkj24pmR9_mKQJWlg,Ray
81913,2015-11-21,3,3.33,-mQ4ofseOQ2lkKXqhB12rQ,Michelle
81927,2010-07-07,83,3.86,79-Jme5Z9rQMzM_rTZlNvw,Justin
81928,2010-11-14,15,4.19,Fpmk-nNY8c19S1TbbypbnA,Alexander
81937,2010-12-15,72,4.31,JBB3gGWHLSpic6fz9v5s6w,Letitzia
81941,2012-05-31,93,3.89,XfQloz-i6NywnjZl0OIzwA,Kim
81977,2011-10-22,210,3.67,PW_75-OTzdPzQvNrAkNqBA,priya
81983,2015-09-18,50,3.63,UYR__5SkmsvBNP9lMfki6A,Kirsty
82007,2011-10-30,12,3.5,7wtP2nkQJoZyZFdFK2z_JQ,Mina
82028,2010-05-07,17,3.53,ZiNqhWMAVrkcsPbB_-feew,Brian
82054,2015-01-11,23,3.35,Fayyt1Zvequ4Z5riPnDkcw,Smriti
82056,2014-05-05,55,4.21,-3PTUP443q6hQESLKSu95w,Annie
82060,2011-07-30,1266,4.12,Wc5L6iuvSNF5WGBlqIO8nw,Risa
82079,2014-04-21,37,4.43,Aqtnyl-rhUZF_zxDXlf0sw,Partha
82091,2015-01-23,6,5.0,NsiqB97qT90awfTDTN8pgA,Matteo
82106,2012-02-28,33,4.11,2TYIXWmc4qZfhZojoAdZyQ,Alex
82110,2010-02-01,20,4.19,Z3oVu5C_xpgcfqthASSz7Q,Cesar
82135,2014-04-28,9,4.33,rL3gE0RcqtnbMCyMZjNCzw,B.
82147,2012-10-18,133,3.62,gg8KxP8psFvJV_SrNaDNZA,Matthew
82153,2014-01-02,42,2.8,nTNqFUxj6vwj-I4-wZQ8Cg,Angela
82158,2013-11-03,7,3.86,jCqj-jqp769YLjuI2X-Pfw,Katherine
82177,2007-12-09,522,3.7,B7wbZOogh9FbxLv-hK2I4A,Scott
82185,2014-10-25,10,4.7,H3-nRaj0NocBPvVxg-D0kQ,Chantal
82188,2011-07-07,39,3.48,ctOMJkvF_AqNwY4ly3XfIQ,Marion
82190,2014-07-11,14,3.71,Mfn9E2Z4pCxHEMSid4PKIQ,Sara
82207,2014-10-16,19,3.19,0601fNG3zGBHxN6FhpJy4A,Keith
82227,2014-04-22,133,3.31,97j2wkFU46OOgm6ErRAb7w,Joe
82247,2010-07-10,41,3.73,1O0bvfmMaxEASXJlC2Nu2w,Dustin
82249,2015-10-25,19,4.2,3L3CI2Om_2SE3T6hxrJKPQ,Sepideh
82268,2006-06-13,810,3.64,j6Kv_wLQzZMWobLIyijX3A,John
82279,2013-07-17,11,4.0,vfkfr8wEwkwFrknlFL4dqQ,Lauren
82289,2013-08-10,56,2.91,Y0-lLNc2Y7gUGXPzSsMueQ,Bahar
82302,2008-08-02,174,3.53,hfu64kgzsAPCsN-AEkRB0w,Rita
82317,2016-11-12,6,3.83,39FT-3SA38GrI9KczXsdSw,Mandy
82327,2012-08-20,35,4.0,vc-C2v5gDP6kenVmtGcYFw,Joanna
82335,2013-12-07,39,3.36,4hEHfO3wqU1pyw6Tq8iarw,Reign
82337,2014-09-13,3,5.0,OKS70ql1joPRu-en6jUfEQ,David
82346,2015-01-23,94,2.77,TOexoXiiTWyhJ76UfJ1J5w,Davis Nothereman.
82358,2012-11-07,674,3.46,2e5V6M4GNufEnbGJpVdCjw,Chris
82438,2017-01-12,13,3.29,29M8htOynu1gD8GiA3Rt7A,Ravin
82445,2012-10-21,10,3.8,pFS4Gfmu95QChBBszY9XvA,Sumiti
82446,2015-08-08,5,4.8,ov7sjng7xGPcWVGMxpAyvw,Sunny
82460,2015-01-20,39,4.35,GdgfPx7787GDUnp4-FX91g,Stephen
82467,2011-01-29,74,3.21,M47qaopiiCOI2BrSH8Vvow,Helen
82470,2010-10-18,192,2.97,syCxRdiP-0XJenWpJ8L02g,Cindy
82475,2011-10-10,206,3.39,lqUgcd3YhOX3GjowDn_Hqg,Isaac
82476,2011-11-08,15,4.12,lM9vXZgUd6DaW12cNoT2fw,Ryan
82494,2014-12-07,135,4.17,9M9pCbQFCzFXltkEdGgqxw,Shabbir
82511,2016-02-22,12,3.83,2b0mL5rXAXvk_fP1xYaBOA,Cynthia
82540,2010-04-15,104,3.83,ReJ_jeFST50Ls8QTqu584w,Ed
82548,2010-11-20,31,3.87,UdFoiGCLHlsmMzZhCAb7TA,Jessica
82549,2009-04-22,151,3.91,LyVRRk9SEjwxhidy3cpB8g,Barrett
82550,2014-10-26,6,4.14,BNQO9gwk-mU8sdIGu95W8w,Kayla
82570,2016-05-31,4,4.25,gXrcaHC9QeHqXJ46Lt_f3Q,Natasha
82586,2012-08-08,11,4.36,9daiDT6xt39HW5pnjzy2bg,Wendy
82621,2010-10-22,246,3.67,uYrpDon0rDG_ZKUuX5FppQ,De'Leisa
82629,2010-09-26,23,4.22,ZWpLKIbOC5xjuPWc7ZKe9Q,Alex
82680,2010-08-16,155,3.92,9KS6i_CjljjOuBwhX195KQ,Brian
82696,2015-05-10,6,2.83,HLq-6H8YG9Zyk5jphv0cxw,K
82718,2013-06-02,1,1.0,iPf1O_XmnVaGVzIymK3yDw,Pok
82725,2013-06-07,138,4.07,a-vR3GRg5xyNkCot1vXy4A,Ang
82732,2010-02-19,94,4.05,-fLO_tsWTyhxDF_iEEA55w,Rahim
82737,2014-10-17,39,4.49,zc0tPFCdBq1ZSeI-4OEDQQ,Gabrielle
82749,2010-11-13,26,3.62,PWKiyzQU6YzdLXmb9xG5fQ,Lindsey
82765,2013-01-28,81,3.27,PS57qKDqNUlsLlsOxF00qg,M
82766,2010-01-23,222,3.66,BF7rMYMH6OvJOBIQhsnQvg,Tony
82775,2016-04-05,1,1.0,bP1o88_mfupny3F_MRJi6A,Petra
82778,2009-05-25,105,3.53,6VcTc3Tz7299PD-HSGlTGw,James
82782,2015-08-11,43,3.26,nCQESzoldu7ybrSJKW0_fQ,Rob
82817,2008-11-09,562,3.57,hYlCMQ278BvKv9IP9v_m4w,Tony
82819,2014-08-15,5,4.6,KYReF8ZAAzWDBulccX-rCQ,Jen
82828,2012-12-31,25,4.19,IoqOA_Blv7yIdcA-eNP8WA,Chut
82851,2014-03-18,3,4.33,r9BO0sttcCt8QDhyrKSs3Q,Antoinette
82852,2013-01-09,37,3.84,sXkL3Hb3SZf5MTjN0qLDyw,Melanie
82853,2016-03-30,5,4.0,29HE8-hlBFqL79Ow4_Dr5A,Sugandha
82875,2010-11-13,101,3.51,WBgSxGWZDkAa4Uv6TWIH_w,Tim
82892,2011-09-28,4,3.25,wJDJT8QFgmh72DBLKQ5fAw,Jerome
82951,2012-06-24,4,4.5,mwcBXJy0xlsIAy_STjGNCg,Sanders
82984,2010-10-29,149,3.15,K6i3CeTT5NCScDns4BSITA,Doris
83013,2013-05-28,71,3.71,-eRl2zFyQP5Hv7ZdCyN7YA,Kay
83017,2013-08-21,188,3.39,hFy3pG3uBnWbzYk79nntVQ,Caitlin
83026,2015-10-07,21,3.38,yLJePD2op32YNcvYX3zZZg,Dennie
83031,2013-09-23,116,3.9,Eta0tfNygqtTomlAG-I3yA,Tarek
83064,2014-03-10,21,3.12,dvr-iz4B9eNzDZ-uvjvHPQ,Andrea
83077,2012-04-04,99,4.13,a-cPRrpuWSmYIYJQO9560Q,Paul
83078,2013-04-21,59,3.27,ZoejY7GfNKHK0P1OVWQ07A,Jason
83086,2015-07-20,17,4.06,wfzkilfwKv1QHXzmTLNtRQ,Kyle
83108,2015-11-14,3,4.33,73Dop8YxTqrtknkyMjJwbA,Shahd
83135,2012-10-26,93,3.32,eTLv_JIPxrwZECVLSKgG_w,C
83146,2017-08-24,42,3.56,EsM-Qop_5M_23Dp40HoG2A,Marie
83158,2013-10-20,10,4.55,hdHlpF1skADrvPeks_DE6A,Heather
83175,2015-04-18,2,3.5,OcOiFk8deGYohp4f4UmEPQ,Nicole
83186,2012-02-05,67,3.38,pGGjauRzSMHQgPfei9eBRg,Z
83203,2014-08-24,2,4.5,r7X93a4nHhxjgUZfWxZShA,Becca
83231,2016-11-10,52,3.02,4CIOyTAyTavzqGfsdJbWLw,Aleks
83236,2015-12-30,18,3.95,yMmiyRp2Dfy9RVoRfgw7tA,Esther
83239,2012-07-11,21,3.52,CczFToEx3sufDVVuE9MfCg,Jennifer
83247,2013-12-13,163,3.86,r1WfF83sPjX4VtmuJH-v3w,Steve
83285,2007-11-28,27,3.07,idhh2cRV5T0wm6w-XF3y3g,Carl
83287,2012-06-20,12,3.58,E8_AP4v3etocmIjTqD3xOg,Vivian
83292,2014-12-23,7,3.5,hnrCfq9RYoAS8d7XVuDlYg,Paul
83295,2014-10-21,14,4.14,t3DzaQcq6BzaodGzYnY6aQ,Alana
83296,2015-05-23,8,2.88,y_VKfCCkdtIqSVAGTA2yQA,Peter
83318,2014-05-24,2,1.0,PBV2ovmDp-EBlKoN9xTJGw,Foster
83320,2015-05-16,79,3.25,5HjKGGFwFBgiF0ds3u35ig,S
83349,2017-05-01,2,1.0,FWHn_xU9sVjblnIq7kdKOw,Jamie
83353,2015-12-25,19,2.79,nduVz6t8geZZmhe8Nd3H8w,Connie
83410,2013-08-08,14,2.93,yzeJZh175naSWlmmuYzfRA,Babe
83432,2015-07-30,22,4.41,8ZXe0uo2CGcHg__YfQEjcA,Tracy
83434,2016-01-03,8,3.75,006blMf9qE0VrjZs6doj_Q,James
83456,2014-12-30,6,3.33,ahWc5h5BBlkN2FLCpF5Nfw,Jen
83461,2013-01-23,3,5.0,Z_VGrcsW8ZUhvpEg372oVA,Laura
83482,2014-08-17,23,4.54,SJu5NWsA_DrPXu9ibN9y5A,Joey
83508,2016-06-14,44,3.7,xHBBs9Cg_NXWeP1-XGYaGA,F.L.
83513,2015-08-23,4,2.75,Y-SNFrXGnMzoW0G-JoXepg,James
83531,2011-01-01,57,3.95,A2EBRLCLBI7TdBoi4rhY6g,Claire
83537,2015-05-17,5,4.6,VpSALdcYX6zzDawUYL9Oow,Phyu
83538,2017-05-13,3,2.0,UWWVYrL5IZ_lTNVzx4kRUQ,Dianne
83562,2017-12-01,3,1.71,WjAmG_t7_UwupzOPkwnmTg,Steve
83569,2017-08-15,8,3.88,Tj1pWZfQ20qUFdNeEksPdA,Val
83623,2014-05-04,3,4.33,4KwUx-TRSMymuur93Hu-ZA,Imran
83638,2015-06-07,10,3.6,rmtsxcogCNcUDyJxAgD7Zw,Allan
83640,2013-02-16,4,4.5,JgP-0boOOkIbCbw67VYKBA,Rani
83649,2016-09-15,27,2.74,P55Bo3SSfJHDt7GP6mGVhg,Atika
83678,2013-06-14,4,3.0,76-EpJ0_uMTdWv79IbcBLw,A
83705,2016-06-25,6,1.0,ycpWP56ZpICCL-pTh-HEwg,Katarina
83743,2011-12-23,14,3.4,U5wRK44ApLFrOa7MrB_paA,Veronica
83773,2010-04-17,16,3.71,QXOirRXjDwWlufnpolk9lQ,Grant
83791,2015-02-04,23,4.71,OcV9N7Iv3AvsvKhRo6pZMg,Tino
83797,2014-12-14,23,3.57,bBLu6TA73V05SB1RXglzZQ,J
83799,2017-05-31,12,4.17,4QIF0d73eollg1_CKURzLA,Eric
83819,2015-11-21,5,2.2,b5x1-h7Dyt-ZRPdMaY_xog,Anotha
83821,2016-08-25,11,3.55,JAMnMZDI2pQmyNeUT1dtYw,Clark
83829,2015-04-29,86,3.41,16dSHK0kZPnwKD5XaL_ipA,K
83837,2014-05-15,5,2.6,iDYXbzw70aNbSbKFVTjJtQ,Samantha
83840,2015-10-31,2,3.0,wXUaSfjgWdbFzfp3jEokZQ,Gregory
83864,2015-02-09,10,4.27,dfaRmAYQfO2X4PSIcyZDPw,Olive
83870,2010-11-15,4,4.0,r930h3YomXtl7C9jk6OhdQ,Christine
83896,2016-12-19,8,2.38,NfgOYoUv5RcQOw8vca5fZg,Jamie
83898,2016-03-30,4,2.75,9KsZm0y890QQg50GVB_DRA,Fan
83910,2014-12-09,2,5.0,Xb5xnLRbOvbe4zfDdwcbIQ,Valerie
83915,2014-07-14,14,3.31,rgcR1Zx8pHxsgmztbQokfg,Little
83929,2018-02-20,5,3.2,Ag4F8DgzjhListdJ8B5T4Q,Moneeq
83932,2016-12-22,5,2.8,_5fC1heZmhZQsOTl9CW5LA,Karen
83945,2015-06-10,10,4.4,6yCHD-4YwGVK-Xrq3fG2Dw,Janice
83972,2016-01-18,7,4.43,EZ0xLR6dWUI5VOk6gSG9Tg,Puneet
83977,2016-09-25,8,2.88,j4d9dTomr49f1tME9HFF2Q,Tomasz
83988,2017-06-26,3,3.0,0u4tihh76ZuN-9-GoXhEWg,W
84051,2015-06-08,18,3.16,Evn2pVsJsvsKU8nPYn8Tig,Dee
84067,2011-05-08,1,5.0,odKL6g9ayHWyW9xndhx2HA,Candice
84072,2015-10-23,10,3.27,fSV9yuteNc5XMhpStBcIeA,Anika
84077,2014-03-05,96,4.1,O-CJSgFUDt0LqqsGA2zKqg,Melanie
84078,2015-07-04,29,2.84,8Ib1RXvG8X6Vxb5YhrukYA,Gloria
84079,2010-05-09,178,3.5,bPQMtrXUy8dMCJu6SHxxaA,Terry
84106,2011-04-11,1800,3.84,3lUkFxUQKeMUYH7-z_kmjg,Angela
84111,2015-01-08,68,3.7,FdWd_fPQfTiLdDUhRUXiXg,Dave
84120,2013-05-11,7,3.71,pxACOS0srqpnl-RleS1qrg,Anna
84128,2013-06-15,675,3.71,RAOZ3SzKlmxY3iDIlBb0dw,Pam
84141,2016-07-07,77,3.44,VQenIJ5AzqURtDSUYv76rg,Joanna
84150,2014-05-30,9,4.33,5uYDqcUoM0rMoLPa9SlJfg,May
84154,2016-05-16,45,4.36,YpHLnlPF-Z9HFNe-BvRgOg,Stella
84156,2008-01-31,604,3.63,Ofj4dQb8FOA1ukRbDjITmw,Michelle
84161,2013-05-03,60,3.73,npL9RrkAslHCf5JURxhl7w,Neha
84169,2009-09-21,233,4.01,qgVY8-S_GTC5G1OLoO5vwQ,Diliny
84187,2010-03-27,48,3.67,lpasWkbfx3flOFBbsTnIxw,John
84190,2014-05-02,121,4.05,zvQM_xPJcLZtpeMF4RoYCA,Pietra
84193,2012-08-01,51,4.07,0GUEuLJVeBVmYJxvkxIPwQ,Sarah
84200,2009-09-30,371,3.08,0aZ0rrIYSbro5QxIevlRgA,Rudy
84211,2014-09-06,184,3.79,v-_wEl7yiX_MkmIqPq2BLQ,Jennifer
84220,2010-03-13,60,3.69,KmXYmA__lPb0XbSwY3SFaA,Ciara
84224,2015-12-18,168,3.58,79yaBDbLASfIdB-C2c8DzA,Mae
84229,2015-07-18,23,3.96,vQTRsHGcaSF-Imlvg8CoRw,Kevin
84241,2010-11-22,60,4.13,4uqYFMQOcE7uU4MJvVOe6g,Mary
84250,2015-07-25,111,3.77,pFCb-1j6oI3TDjr26h2cJQ,Tiffany
84256,2014-11-25,56,4.09,6-BfXQ0MqTrNSSGw-st9uw,Lianna
84261,2012-02-24,13,4.69,caesDnPvlcAylWwNQfBNQw,Abhishek
84265,2010-06-22,45,4.22,kubSOPtHMMe_CdxaFV1R4g,Kevin
84286,2014-10-01,1,1.0,EznjTrlpOCQfRDQ1y7Kccw,Sherri
84299,2012-02-27,17,3.88,F4PfQtoROhP1BixZMLSzUA,Omid
84317,2011-10-10,57,3.8,C282JQOYkRWeAjAcfKlK1g,Victoria
84324,2016-08-11,13,4.46,SUK4LfijoVK-3NJmGs8M6A,Jenny
84331,2016-05-07,111,3.41,uTu74kG-S_54TpMNtBC04w,Tanveer
84354,2016-05-04,8,4.0,vUylbQtqxp_syQCPNIvJYQ,Arolin
84364,2014-11-13,63,3.77,lC6Br6zsyPz1mByykDzG9g,Ramiro
84371,2010-12-15,5,3.2,bk3VoYs8GnwwpsEAVCJpDA,ger
84378,2014-08-14,117,4.02,NelS4z7ztNylGgNlB-u-Vw,Valentina
84389,2010-03-21,149,3.48,X5whw8WcB8dVZGZ5vGnSLg,Leeor
84396,2013-05-24,21,4.19,GFtN_Bzfvpvr8S2dT_LSAg,Keerat
84416,2012-09-16,51,4.23,w106K3WqXHcvmZ22UeiboQ,Eliscia
84424,2017-10-06,52,3.96,v33e-8HS-S1IqQGqv4M3Xw,Lucille
84444,2013-05-28,4,4.8,cG61ch2OAjdcrWXl2GzN4A,Sara
84445,2013-04-13,8,3.5,kdIDPZgbl6Rxe2AComj1ig,John
84446,2015-11-11,5,2.6,Zeg2xanhbNsogmquJI-KVA,Usman
84452,2014-06-03,115,3.83,Rep7MccZrj-iHLS_hBHr1A,Chelsea
84472,2014-06-23,4,4.75,8IyRQk7JQEm9XGYJebTKtg,Mark
84498,2012-03-27,5,1.0,KsXN3cQNDIEfScnJ0JFF-Q,Sneh
84499,2015-12-05,168,4.04,h8xK7S1xXUBP2qXW0ZPxxA,Laura
84502,2012-12-31,172,3.77,bCLqNCdhUdsmTj9Braespg,Ruby
84504,2012-01-04,4,3.25,z0QVjUZ5Jzw78PeoKGQshQ,Shanjeef
84513,2015-08-27,4,4.0,VGKOb-G01g-AIGHlbNHoXA,Aria
84515,2011-07-12,2,5.0,ef4-G48iftvpWU11maFM-Q,Kerry
84526,2014-07-30,46,3.5,c7-PxWDAbhNi6C2PRkMJTA,Anna
84543,2013-09-04,205,3.59,OucFS92pVsGBwzELoBnWvA,Jess
84566,2013-08-11,13,3.92,EtNQF_lg7L5tzUnXFQMyeg,Irene
84582,2009-10-03,543,3.15,C6J6aogoZ5bXWOZ76Mg36A,John
84601,2010-06-30,10,2.45,j1AQ3VcHsYhHtAtxyhgEGQ,David
84602,2010-02-26,24,3.54,VoUXSF9Uhd55GT6yCeBbZQ,Lauren
84610,2011-01-26,1099,3.33,1kNsEAhGU8d8xugMuXJGFA,Calvin
84621,2013-08-12,5,4.17,GodyWGZ9vXJAGwHwowSimA,Mike
84633,2009-12-04,22,3.78,f_E-80cV1bXkXlX73U8M9g,Lindy
84638,2010-01-16,14,3.71,iNto93QzBCGL7Fv4U3pHkg,Jeff
84649,2012-11-21,19,4.0,8Cxuhra_P8VQPGEgQtl_Mg,Diane
84651,2013-04-25,93,3.17,-HlCe-Ya-4CE2huuEk2_1g,Susan
84674,2008-05-13,283,3.7,8fvtI7Yp9QNw6nFlbUA1TQ,Peter
84684,2014-04-16,6,3.86,yVNkgDpu-iHRBpU6ocmEFg,Joe
84696,2016-04-06,145,3.49,YtcUQ_6xWKLWesEjfF75FQ,Lindsay
84701,2010-08-26,1,4.0,qGMxMYA7iY1zJlleXqakHA,Rachel
84716,2014-08-23,34,3.68,-A3_x7rT7YgPTEdfoK1o2g,Jana Micaela
84722,2014-10-28,5,3.8,9u8M33iQRniVHo4DEibsGg,Darren
84738,2011-03-30,337,3.67,NzlqN1Ca9SW5z780thoiAg,Mel
84751,2011-07-29,166,4.65,tD-TUFxcCK-NwHLZtDHBPw,Jo
84771,2014-09-14,44,3.58,QoSky_7PGAWbZLa0Qg7rIg,David
84784,2010-09-25,1076,3.8,-ngKtxn2tB_c3fnNouRM5A,Katherine
84785,2016-08-12,9,3.67,1WDC-kk2aQi7HIyASCeFVA,Winnie
84788,2012-10-18,83,4.19,Ap5wmWIl1U1xpGciEl_lmQ,Kirk
84800,2014-03-31,100,3.38,UAB1Zyg6Q0oEpXeYRf5K_g,Dee
84811,2007-10-25,348,3.56,pF1k48uCdLv3clPQXp0d7A,Daniel
84823,2013-01-12,129,4.24,NMDmoX5sh97PTzz9HcSC8w,Irina
84824,2017-03-03,151,4.01,-RxPtMYPpGWjS0u-fqA_JA,Randy
84842,2014-09-20,69,3.85,Qr-C3kvp3iIbKO2XStpiPg,Sky
84878,2011-08-19,54,3.93,m4hU1am0NHVBlGmcQJ1rMg,Christina
84888,2014-04-29,178,4.37,SVC0CajvmYfH5uAq4JnGvg,Cail
84920,2014-09-12,5,3.6,Wdk4uCdRKsXh5FdGvRnbwA,Brian
84925,2010-01-31,345,3.6,mrru6hbeQLvagU4vkfuqmw,Jenny
84927,2015-02-10,151,3.83,GXjja_W8b1-lfUvdsQt02g,Bruno
84931,2017-03-17,61,3.93,59-1_8pCxpxB0n9Tery6QA,Vince
84943,2015-09-20,1,5.0,-0WxWCvm3WitWGR0YW8UiA,Lionheart
84944,2011-11-02,6,1.83,5nG1jHao_anYWjQs5HdTFQ,Roger
84950,2015-03-27,4,3.5,SceK2b9g1wQU4V-5vPdNbw,Mike
84953,2008-04-23,9,4.0,soudJBBdVu-jDWfWodWssg,chris
84961,2015-10-04,65,3.9,o4nYy2SFROGcBPXt762TEw,Janice
84964,2014-11-03,16,3.89,5splq0CcIs_yBFb7thoGYg,Veronica
84966,2011-03-12,338,3.98,NsfDi3M_XwkP_Tlmqvq1Gg,Dianna
84969,2017-09-17,9,5.0,lP1qvmdCCkpUx3-33EHfKw,Andre
84990,2010-04-06,709,3.78,alUuOskFSl1bODjnce2PpQ,Denise
85011,2011-02-03,324,3.87,pRUNDiyticCO3v54x2v-8g,Lynn
85023,2009-12-05,114,3.42,ymCk-L8o6WFbCCMK7uCkXA,Annie
85043,2012-11-14,152,2.97,C2b35VOxP2LhqEn90f1lyA,Douglas
85045,2009-09-05,26,2.96,1oR7lz8DLVGIVyVIHK2_pQ,Ed
85046,2017-08-11,70,4.03,YtsfvF2P5rpwmmHijXRmWg,John
85047,2014-02-26,22,3.26,RCP3FcW7WszZPHSGAWHzJg,Mary
85065,2012-10-17,30,4.0,NNZykLM6PhJzDa6gFytfhg,Nima
85067,2011-03-27,151,4.09,yfhchNS9zMnnIGYnRC218g,Paola
85104,2011-08-06,74,4.01,qs5lmdygjQGACmO9DbullA,Michael
85114,2010-10-28,240,3.52,GQ8l3o7-_jL0WNHUkNlhJA,Alex
85117,2014-10-13,103,3.98,AuSPHqadM9RCrZnk1i-3mg,Wes
85119,2014-08-06,1,5.0,UoALe1EkyTIE6TV3EAYQ3Q,Desmond
85123,2011-10-31,53,3.11,gIcGDqhRnjo6yt-UvrwZwQ,Just
85142,2014-11-05,125,3.69,j57-tOoZZWhEMJ0kzOmJIg,Kevin
85162,2013-08-16,454,3.89,pe0vmr1GOMiVKiBySowX7w,Wai
85176,2015-03-10,32,3.51,JOZVa41dNIX4-FEIIXRd-A,Jerome
85177,2014-08-03,37,4.23,Wt4Xpp8uJRRMACV5gvxmUg,Kalee
85178,2011-09-08,57,2.9,yTYZ7JW68iGCICK8eLN4zg,Monique
85203,2006-11-23,173,4.09,Ahix-3uCOXmeaTUv0xF_zw,Abby
85209,2011-04-22,10,4.4,GhK-oeO1CImLAL5pYqO5FA,Corey
85220,2016-01-25,136,3.69,gnT-tmrXE3BupwTODOREvQ,Lester
85228,2015-12-18,129,3.68,msIAvV5K_4TJqnbFup4HvQ,Evelyn
85239,2011-09-06,1317,3.68,41kMyI1BfOTyIIAenUSaTQ,D'Arcy
85251,2013-08-23,87,3.6,pZsVUkMb4yGMGoTRzNS7Ew,Priyam
85262,2016-03-29,248,3.16,z6qIyc-_oIbgDWAembZ04w,Shefali
85272,2014-10-19,92,4.22,uGe2SkX3qd6WOfcvcVm9sw,Cherry
85308,2009-09-03,332,3.68,6s7isj1OHWg6vQKa7YtorQ,Elisa
85318,2014-01-23,15,3.59,QPutLLkyYSUDzGi0wO4xsA,Callie
85326,2013-12-16,122,4.14,D8iGf2Sf9NrNw62wptur5A,Dian
85337,2013-01-13,56,3.75,4T8X9Nss9bV6I_AdHNmTYQ,Julie
85352,2013-05-27,6,3.88,OUt6C673NTj4kXJS2UsEuw,Shaun
85359,2012-09-23,45,2.94,qfXvCB4MU_MwofCovrG1ww,Hillary
85422,2010-04-21,102,3.98,0lO1lfkoGz_beI4biiliyA,Cameron
85425,2014-08-30,40,3.53,hik2LSrUYTsRYEx-Qqr2Wg,Sameer
85450,2017-11-16,85,4.46,1X0-0MSbLD9-XYxCAhcENg,Ori
85469,2012-04-01,68,4.15,vxjYPez6RBnkAV5T3UFjqA,Michael
85475,2013-06-03,67,4.34,oSkz7bxTAoFJxgDGP5wJHg,John
85482,2012-03-18,301,3.33,L8GB1sEXJrVfR-UsDRjI-g,Mike
85496,2010-06-24,252,3.67,4d681x3sCw1Q9ySTyTYXlw,Hilary
85502,2015-02-14,20,3.62,5pFbcPNiP_qBfE1_DjLBDA,Wing Hang
85506,2011-05-03,63,3.8,okTUoTXpPl7PhbVKNnHhXA,Ashley
85510,2015-09-13,57,3.27,hcnBcIpv7tILRy1wueL-gg,Michelle
85511,2013-11-26,43,3.73,sbrrFyYuGEGDO3VG6tomiA,JY
85519,2015-03-16,378,3.95,l1VoG-0-bDF-us7xbWxfeg,Sammie
85520,2012-01-06,19,2.75,33U8ysDyksvaY3cMp5Y76A,Ryan
85534,2011-08-15,13,5.0,ItoDs72zN2ZNxayQYJzefQ,Sandy
85543,2014-05-24,9,2.22,zlXn42SjQsvSaej6gyMZag,Emma
85550,2016-11-08,17,4.59,4oqy291FDdAorqkZfrGC8w,John
85551,2011-01-21,58,3.38,6l0uXKSp04vXjH3M7WFR2Q,Mida
85580,2014-05-01,8,3.5,WP8Nfq-lg87yg8_p1k4BsQ,Rochelle
85589,2013-06-24,88,2.63,Uo5dPwoDpYBzOnmUnjxJ6A,Wendy
85590,2012-01-10,18,3.89,6foSTHcD2X0YowKQVifnww,Leigham
85595,2015-10-17,52,4.46,114_dCj1bUA3oXZXtJknRQ,Marla
85598,2011-11-25,6,4.33,xKr5IR09UIC0in5uPuVy0g,Lindsay
85616,2010-01-23,99,3.86,gbOFgcZdQ56_h8TiBGVWlg,Linda
85617,2011-03-26,30,3.03,Rz8wixszvxkd1XYnCE5xPQ,Janice
85632,2015-06-24,22,3.73,i6GN6WiJQMPeSEBhrd4e4A,Nelson
85637,2015-04-29,25,4.85,XyzqKpH5LmPgEPDvZBTPQw,Jamie
85643,2014-06-26,2,2.0,hddeJElOuxJK0ctHwutNmw,Peter
85651,2009-12-01,127,3.9,B3B4FRlf85v7gEhTmfMihw,Brenda
85655,2015-10-19,182,3.75,cD4sHHO5sEljk7qSGhVaEw,Stephen
85663,2014-05-02,17,4.18,jBO4ApceLsTSSBAtWqRFtA,Judy
85672,2011-02-15,36,3.07,Vb2u6EcBCBf1_LJSHpiWMw,Shell
85686,2013-08-14,6,3.83,ZPoRHUFGTCrIOqpKxZtunw,Aamir
85712,2014-12-29,111,3.77,BaIuN3taOXW4boLVBX6pPQ,Anna
