,business_id,attributes.RestaurantsDelivery,attributes.Open24Hours,attributes.CoatCheck,attributes.DogsAllowed,postal_code,attributes.Smoking,attributes.DietaryRestrictions,attributes.GoodForKids,stars,latitude,attributes.Alcohol,attributes.RestaurantsPriceRange2,attributes.RestaurantsTableService,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Caters,attributes.BYOBCorkage,attributes.BYOB,is_open,neighborhood,attributes.Ambience,longitude,attributes.BestNights,review_count,attributes.BusinessAcceptsCreditCards,attributes.DriveThru,attributes.HasTV,attributes.Music,hours,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsAttire,hours.Sunday,hours.Saturday,hours.Friday,attributes.RestaurantsReservations,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating,city,state
12902,Mt0OqthtNCKACj1PbKoHxQ,True,,,,L6A 4N9,,,True,3.5,43.8476139,beer_and_wine,1.0,True,,,True,"Asian Fusion, Restaurants, Thai, Chinese",Five Asian Cuisine,,,True,,,0,Thornhill Woods,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.458793,,26,True,,False,,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Friday': '12:0-22:30', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Sunday': '12:0-22:0', 'Saturday': '12:0-22:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-22:0,12:0-22:30,12:0-22:30,True,True,False,True,Thornhill,ON
12904,Ou8cirGJDYrwOeOpZposBQ,True,,,,M3H 3N1,,,True,2.0,43.7387229,,2.0,,,,False,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Event Planning & Services, Caterers, Cafes",Aroma Espresso Bar,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4341116,,9,True,,True,,"{'Monday': '7:30-22:0', 'Tuesday': '7:30-22:0', 'Friday': '7:30-15:0', 'Wednesday': '7:30-22:0', 'Thursday': '7:30-22:0', 'Sunday': '8:0-22:0', 'Saturday': '7:30-0:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,casual,8:0-22:0,7:30-0:0,7:30-15:0,True,True,False,True,Toronto,ON
12905,1_yBAXeCIKXpqOdhTMafhw,False,,,,M1W 3Y1,,,True,3.5,43.815527,beer_and_wine,2.0,True,,,True,"Restaurants, Barbeque",Sam Woo BBQ,,True,True,,,1,Milliken,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.32210129999999,,51,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,True,True,True,False,Scarborough,ON
12908,nOykFBuMLOuw3ZB2WTk50g,True,,,,L3R 4M9,,,True,2.0,43.8667439883,full_bar,2.0,True,,,True,"Italian, Restaurants, American (Traditional), Pizza",East Side Mario's,,,False,,,1,Unionville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.2877292633,,82,True,,True,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-23:30', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '11:0-23:0', 'Saturday': '11:0-23:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:0-23:0,11:0-23:30,11:0-23:30,True,True,True,True,Markham,ON
12910,p29R4kMODw155BAEZNtD7A,,,,,M4E 1T5,,,True,3.5,43.6808808,full_bar,1.0,False,,,True,"Mexican, Restaurants",El Mejor,,,,,,0,Upper Beach,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.28459659999999,,6,True,,False,,,,free,casual,,,,False,True,True,False,Toronto,ON
12915,IUtjbbqQ6jUSi4t2jjgYRA,False,,,,M4K 1P1,,,True,4.0,43.677638,full_bar,2.0,True,,,False,"Breakfast & Brunch, Desserts, Food, French, Restaurants",Fiorentina,,False,True,,,1,Greektown,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.35009790000002,,66,,,False,,"{'Tuesday': '8:0-16:0', 'Friday': '8:0-21:30', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-21:30', 'Sunday': '10:0-15:0', 'Saturday': '10:0-21:30'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,10:0-15:0,10:0-21:30,8:0-21:30,True,True,True,True,Toronto,ON
12916,agWZA6ajLvu6MfFySNBzZw,True,,,False,M5T 1V5,,,True,3.5,43.65036920000001,full_bar,2.0,True,,,True,"Asian Fusion, Restaurants, Cajun/Creole, Seafood",The Captain's Boil,,,False,,,1,Queen Street West,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': True, 'trendy': True, 'upscale': False, 'casual': True}",-79.3899687,,47,,,True,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-0:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '11:0-23:0', 'Saturday': '11:0-0:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,11:0-23:0,11:0-0:0,11:0-0:0,True,True,True,False,Toronto,ON
12918,a9C4D8XmbpQSQA4ZzfH35A,False,,,,L7A 3E9,,,True,4.0,43.6982673804,,,False,,,True,"Restaurants, Lebanese, Middle Eastern, Spanish, Mediterranean",Sabroso Pita Express,,,True,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.8231404275,,7,True,,True,,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Friday': '11:0-22:0', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Sunday': '12:0-20:0', 'Saturday': '11:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,casual,12:0-20:0,11:0-22:0,11:0-22:0,False,True,True,False,Brampton,ON
12920,7e5VezwFWmNyv5RvuHyFrQ,True,,,False,M4G 3T2,,,True,2.5,43.7039309,beer_and_wine,1.0,False,,,False,"Restaurants, Pizza, Sandwiches, Italian",San Francesco Foods - Laird,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3609167,,15,True,,True,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Sunday': '11:0-21:0', 'Saturday': '11:0-21:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:0-21:0,11:0-21:0,11:0-21:0,False,True,True,True,Toronto,ON
12923,3dG6AB7o5QMVQzga0zotiA,False,,False,False,M5E 1J1,no,,False,3.0,43.6480491,full_bar,2.0,True,,,True,"Restaurants, Irish, Pubs, Nightlife, Bars",Irish Embassy Pub & Grill,True,False,False,,,1,St. Lawrence,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3771535,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",129,True,,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Friday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Sunday': '11:0-2:0', 'Saturday': '11:0-2:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,11:0-2:0,11:0-2:0,11:30-2:0,True,True,True,False,Toronto,ON
12925,4wtqTzXPPp_6vBfFQKiTGQ,False,,,,M5B 2G9,no,,False,2.5,43.6567455,full_bar,2.0,True,,,True,"Comfort Food, Bars, Restaurants, Nightlife, Canadian (New), American (New)",Milestones Restaurants,True,True,False,,,1,Ryerson,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.380484,"{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}",196,True,,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Friday': '11:0-2:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Sunday': '10:0-0:0', 'Saturday': '10:0-2:0'}","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,10:0-0:0,10:0-2:0,11:0-2:0,True,True,True,True,Toronto,ON
12931,rHxc9sR5ELjboLqd_fUzJg,False,,,,M6E 1A2,,,True,4.5,43.6794533,full_bar,2.0,True,,,True,"Restaurants, Mediterranean",Barista & Chef,,,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.43745279999997,,38,True,,False,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,dressy,11:0-22:0,11:0-23:0,11:0-23:0,True,True,True,True,Toronto,ON
12938,1kqLZp0_FEMHGx-W4TjTLQ,False,,,,M1S,,,True,4.0,43.797707934499996,none,1.0,False,,,True,"Fast Food, Chinese, Food Court, Restaurants",Hong Kong Style Tea & Fast Food,,,True,,,1,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.2722371593,,11,False,False,True,,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Friday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Sunday': '9:0-16:0', 'Saturday': '9:0-19:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,9:0-16:0,9:0-19:0,9:0-19:0,False,True,True,False,Toronto,ON
12939,ZDDzKXN_JXe7694zePRuTQ,True,,,,M5G 1C3,,,True,3.5,43.655657299999994,none,1.0,False,,,True,"Taiwanese, Food, Coffee & Tea, Tea Rooms, Chinese, Restaurants",Chatime - Dundas,,False,False,,,1,Downtown Core,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.384737,,282,True,,False,,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Friday': '11:0-1:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Sunday': '11:0-0:0', 'Saturday': '11:0-1:0'}","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,11:0-0:0,11:0-1:0,11:0-1:0,False,True,True,False,Toronto,ON
12942,vDg3YmXFsaNgJEHBNi-7tQ,False,,,,M4W 1A8,,,True,4.0,43.671065899999995,none,1.0,False,,,False,"Salad, Restaurants",Salad Days,,,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.38574320000002,,41,True,,False,,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Friday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Saturday': '12:0-17:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,,12:0-17:0,10:0-20:0,False,True,True,False,Toronto,ON
12945,9Z2k1hsQgM7bjWtJgD1lbA,True,,,,M4M 1H2,,,True,3.0,43.6589865733,beer_and_wine,2.0,False,,,False,"Sandwiches, Diners, Burgers, Restaurants",Dangerous Dan's Diner,,True,False,,,0,Riverdale,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.34970733899999,,132,True,False,True,,"{'Tuesday': '11:0-22:0', 'Friday': '11:0-0:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '12:0-22:0', 'Saturday': '11:0-0:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-22:0,11:0-0:0,11:0-0:0,False,True,True,False,Toronto,ON
12949,MLQeuiL9rqOq_rDKGEcU0A,False,,,,M4X 1E1,,,True,3.5,43.6674629,full_bar,3.0,True,,,True,"Pizza, Italian, Restaurants",F'Amelia,,,,,,1,Cabbagetown,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.36859399999999,,96,True,,False,,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-23:0', 'Friday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Sunday': '17:0-23:0', 'Saturday': '17:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,17:0-23:0,17:0-23:0,17:0-23:0,True,True,True,True,Toronto,ON
12951,ZL2QeOMAPXthvBmng5RN-Q,True,,,,M2N 5N5,,,True,1.5,43.764524,,,,,,True,"Restaurants, Pizza, Food Delivery Services, Italian, Food, Chicken Wings",Pizza Hut,,,,,,1,Willowdale,,-79.412161,,12,True,,,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-1:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '12:0-23:0', 'Saturday': '11:0-1:0'}",,,casual,12:0-23:0,11:0-1:0,11:0-1:0,False,True,,,Toronto,ON
12952,-gBRmZwDhsooJzf1I7uPyg,,,,,M6P 1Y5,,,True,2.5,43.6655097,,2.0,,,,True,"Restaurants, Pizza",Keele Ur Hunger,,,,,,1,The Junction,,-79.4627296,,10,True,,,,"{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Friday': '11:0-2:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Sunday': '11:0-1:0', 'Saturday': '11:0-2:0'}",,,,11:0-1:0,11:0-2:0,11:0-2:0,True,True,,,Toronto,ON
12953,y769FA7VJOW4QQYdYlR62A,True,,,,M6J 3S7,,,True,4.0,43.6417427,beer_and_wine,2.0,True,,,True,"Italian, Pizza, Salad, Restaurants",Levetto,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.42205109999998,,208,True,,False,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,11:0-22:0,11:0-23:0,11:0-23:0,False,True,True,False,Toronto,ON
12957,aKoDe5WZ-dgo6gD76kgNxQ,False,,,,L3R 3W4,,,True,3.5,43.8152096,none,2.0,True,,,True,"Japanese, Restaurants",Cafe Green Tea,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.34400579999998,,44,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,False,True,True,False,Markham,ON
12960,RwVXPEFAuTHktV2dAqDkNw,False,,False,,M3B 2N3,no,,True,4.0,43.7588081,full_bar,3.0,True,,,True,"Seafood, Nightlife, Restaurants, Steakhouses, Wine Bars, Bars",The Keg Steakhouse + Bar - Leslie,False,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3612465,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': True}",109,True,,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,True,True,False,True,Don Mills,ON
12961,-coR5Ch6_HsUAfBWcuetKQ,True,,,,M4M 1H2,,,True,3.5,43.6592752,none,2.0,,,,False,"Restaurants, Indian",Siddartha,,,,,,1,Riverdale,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3490084,,16,True,,False,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '11:0-23:0', 'Saturday': '11:0-23:0'}",,,casual,11:0-23:0,11:0-23:0,11:0-23:0,False,True,,False,Toronto,ON
12970,tll-jug-vm7EKSVAPUPdIg,,,,,L4J 2J6,,,,3.5,43.7941391968,,2.0,,,,,"Restaurants, Cafes, Food, Coffee & Tea",Starbucks,,,True,,,1,,,-79.4456161118,,11,True,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,,,,,,True,False,False,Thornhill,ON
12971,qIfw1ZXlbg8rvgvn7XUEhw,True,,,False,L5K 1T7,,,True,3.5,43.5270437,beer_and_wine,2.0,True,,,True,"Sushi Bars, Beer, Wine & Spirits, Buffets, Japanese, Asian Fusion, Restaurants, Food",Moon Sushi,,True,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.6512965,,149,True,,True,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:0-22:0,11:0-23:0,11:0-23:0,True,True,False,False,Mississauga,ON
12972,IutYdMXVSV9HRaTuDz3zKQ,True,,,,M3M 2G9,,,True,3.5,43.7336912,none,2.0,False,,,False,"Pizza, Restaurants",Pizza Bella,,,True,,,0,Downsview,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4833404,,6,True,,False,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,11:0-22:0,11:0-23:0,11:0-23:0,False,True,,False,North York,ON
12973,Dl-hhPCjRJM221XSwiuTbg,False,,,,L3R 5Y2,,,True,3.0,43.820614623500006,beer_and_wine,3.0,True,,,True,"Restaurants, Chinese, Hot Pot",Legend Pot,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3267669268,,66,True,,False,,"{'Monday': '16:0-2:0', 'Tuesday': '16:0-2:0', 'Friday': '16:0-2:0', 'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Sunday': '16:0-2:0', 'Saturday': '16:0-2:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,16:0-2:0,16:0-2:0,16:0-2:0,True,False,True,False,Markham,ON
12974,zl4T9WtZi0TiIo2RFvc4Zw,,,,,L5N 1A6,,,,2.5,43.59775629999999,,,,,,True,"Burgers, Hot Dogs, Restaurants, Fast Food",Burger King Canada,,,,,,1,,,-79.73505820000003,,5,True,,,,,,,,,,,False,True,,,Mississauga,ON
12975,Np8MXME68JGYxJQ01lDd3g,False,,,,L5C 3Y8,,,True,3.0,43.5681185051,none,1.0,True,,,True,"Tea Rooms, Taiwanese, Bubble Tea, Food, Coffee & Tea, Restaurants",Bubble Republic Tea House,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.6663337946,,99,False,,False,,"{'Monday': '12:0-0:0', 'Tuesday': '12:0-0:0', 'Friday': '12:0-1:30', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Sunday': '12:0-0:0', 'Saturday': '12:0-1:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,12:0-0:0,12:0-1:30,12:0-1:30,False,True,True,False,Mississauga,ON
12978,88TztTRS7K80OvWpolm4sQ,False,,,,L3R,,,True,2.5,43.834268728699996,beer_and_wine,2.0,True,,,True,"Chinese, Restaurants",Glorious Chinese Cuisine,,,False,,,1,Milliken,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3051461875,,29,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,True,True,True,False,Markham,ON
12979,tWdp26XQEJqJGnRmFVJQxA,True,,,False,M5R 4L5,,,True,4.0,43.6522238966,full_bar,2.0,True,,,True,"Pizza, Restaurants, Italian",Mangia & Bevi,,True,True,,,1,Corktown,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3663072586,,162,True,,True,,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Friday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Sunday': '17:0-21:0', 'Saturday': '12:0-15:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,17:0-21:0,12:0-15:0,10:0-22:0,True,True,True,True,Toronto,ON
12981,rFs6RvMB5QYR1WwPCtchiw,True,,,,M4S 2N4,,,True,3.0,43.707482299999995,full_bar,2.0,False,,,True,"Mediterranean, Greek, Restaurants",Souvlaki Express,,,,,,1,Mount Pleasant and Davisville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3895778,,29,True,,True,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '14:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,14:0-22:0,11:0-23:0,11:0-23:0,True,True,True,False,Toronto,ON
12987,baRd6otoSKiLKexfoyKWbg,False,,,,M1V 5H5,,,True,3.5,43.8197999,beer_and_wine,1.0,True,,,True,"Indian, Restaurants",Manpasand,,,True,,,1,Scarborough,,-79.2615326,,7,,,True,,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Friday': '10:0-23:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Sunday': '10:30-22:0', 'Saturday': '10:0-23:0'}",,,casual,10:30-22:0,10:0-23:0,10:0-23:0,True,True,,False,Toronto,ON
12988,bY6uDl1E58ZJaTVc7rGedQ,False,,,,M5T 1S7,,,True,4.5,43.6570912,full_bar,2.0,True,,,True,"Event Planning & Services, Canadian (New), Restaurants, American (New), Venues & Event Spaces, Caribbean",Windup Caribbean Restaurant,,False,True,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.405361,,27,True,,False,,"{'Tuesday': '11:30-14:30', 'Friday': '11:30-14:30', 'Wednesday': '11:30-14:30', 'Thursday': '11:30-14:30', 'Sunday': '17:0-21:30', 'Saturday': '17:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,17:0-21:30,17:0-23:0,11:30-14:30,True,True,True,True,Toronto,ON
12989,8MXjK1lhVRhU3yGCUv9qsA,True,,,,M5T 3K1,,,True,3.5,43.6541583,none,1.0,False,,,True,"Restaurants, Chinese, Fast Food",Mean Bao,,True,False,,,1,Downtown Core,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3904907,,84,True,,False,,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Friday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Saturday': '12:0-17:0'}","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,,12:0-17:0,11:0-20:0,False,True,True,False,Toronto,ON
12992,g3kZ-XqKXy56nGSsibz0QQ,,,,,L5P 1B2,,,,2.5,43.6782918587,,1.0,,,,,"Food, Fast Food, Restaurants, Donuts, Coffee & Tea",Tim Hortons,,,False,,,1,,,-79.61149070319999,,40,True,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,,,,,,True,False,False,Mississauga,ON
12993,HGZh_GGToep5AMb9TikrmQ,False,,,,L3R 0M7,,,True,3.0,43.823872200000004,beer_and_wine,2.0,True,,,True,"Restaurants, Asian Fusion, Hot Pot, Taiwanese",Hopo Fusion Style Hotpot,,,False,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3258903,,69,True,,False,,"{'Monday': '11:30-23:30', 'Tuesday': '11:30-23:30', 'Friday': '11:30-23:30', 'Wednesday': '11:30-23:30', 'Thursday': '11:30-23:30', 'Sunday': '11:30-23:30', 'Saturday': '11:30-23:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:30-23:30,11:30-23:30,11:30-23:30,True,False,True,False,Markham,ON
12995,dJnF_GUWdoX3tUucpKbYMg,False,,,,M1V 5P6,,,True,2.5,43.8317208,full_bar,2.0,True,,,True,"Restaurants, Chinese, Dim Sum, Seafood",New Da Fu Seafood Cuisine 新大福海鮮酒樓,,False,False,,,1,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.2663275,,67,False,,False,,"{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Friday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Sunday': '8:0-23:0', 'Saturday': '8:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,8:0-23:0,8:0-23:0,8:0-23:0,True,True,False,False,Toronto,ON
